DESCRIÇÃO GLPI
"Prezado Rodrigo,

Conforme conversamos, favo realizar a instalação de persianas nas janelas das seguintes salas localizadas no Pavilhão Administrativo do Campus Jorge Amado - CJA:

- Sala do PSICOLOGO - 02 persianas
- Sala do Setor de INFRA - 03 persianas

Fico assim no aguardo de vosso pronunciamento, ao passo que me coloco a inteira disposição para maiores esclarecimentos.

Atte,

Emerson B. Moutinho"
"Solicitação de persiana para duas salas da Prosis. 1 próxima à mesa de Hanna e 1 próxima à mesa de Eva Daiane.
Grata,
Fabiana Costa"
O puxador da fechadura não está bem fixado e constantemente sai ao pulá-lo para fechar.
"NA DEPENDÊNCIA DO GALPÃO ESPECIFICAMENTE NA BIBLIOTECA SOLICITO reparos e ajustes nas portas de acesso e no balcão de atendimento externo com blindex tendo em vista garantir a segurança do setor. Solicito ampliação (altura) do blindex para que evite a facilidade do acesso aos alunos que eventualmente pulam o balcão, deixando uma altura de aproximadamente 15 a 18 centímetros. Segue anexo estrutura semelhante do IHAC para exemplificar."
"Solicito a abertura de ordem de serviço para a AB Engenharia constando os seguintes itens:

1. Desinstalação de 1 aparelho de ar condicionado de 48.000 Btus na Diretoria de Multimídia (PROTIC);

2. Instalação de 1 aparelho de ar condicionado de 18.000 Btus (inverter) na Sala dos Diretores (PROTIC)."
"Prezado,

Solicitamos três extensões de 5m para processo de matrícula nos colégios universitários (Ibicaraí, Coaraci e Ilhéus) com dois pontos de energia para conectar impressora e notebook.

Grato,

Danilo"
"Tombo do CPU:

Trocar um quadro de lugar na sala.

Grato"
"Reparar tomada de Renata Maciel, apresentando mau contanto."
"Prezados, informo que o ar condicionado recém ligado na sala de multimídia da Protic não está desligando o compressor automaticamente, como deveria. Logo, sua vida útil tende a diminuir. Para evitar maiores danos, solicitamos providências."
"Tombo do CPU:

Instalar uma tomada para um servidor inciar os trabalhos.

Grato,"
"Tombo do CPU:

Instalação de Televisão."
"Bom dia. Conforme ajustado pessoalmente, solicito a instalação dos nobreaks de 15kva na sala dos servidores."
Solicitamos serviço de instalação de quadro branco na diretoria de ensino aprendizagem na PROGEAC
"Tombo do CPU:
Conserto na tomada que está solta da parede e lâmpadas que não acendem."
Instalação de TV e Quadros na parede da PROGEAC
"De forma a regularizar o funcionamento da área do restaurante/cantina no campus Sosígenes Costa faz-se necessário dimensionar o consumo de energia mensal no espaço.
Portanto, solicito que seja instalado um medidor de energia neste local.
Como o referido espaço já será explorado durante a 68ª reunião anual do SBPC o medidor já deverá estar instalado, daí o caráter de urgência.

RESPOSTA:
Infelizmente não poderemos atender de imediato com esta solução pois no atual contrato da AB Eng. não contempla o fornecimento deste tipo de equipamento.
Sugiro que o calculo do consumo de energia seja feito por estimativa de consumo pelo calculo da carga instalada. Esta estimativa poderá ser feita pela DINFRA/Coord. de Manutenção desde que tenhamos as informações necessárias dos quantitativos de equipamentos com suas respectivas cargas e tempo de uso diário.
A medio e longo prazo poderemos fazer uma licitação ou dispensa.

--
João Ramos
Engenheiro Eletricista
Universidade Federal do Sul da Bahia
Diretoria de Infraestrutura/Coordenação de Manutenção
(73)3613-6924/(73)8861-9590"
Remoção de quadro branco da DSAA para DEA.
"No chamado nº2964, finalizaram solicitando mais informações sobre as novas tomadas para a sala.
Hoje temos 12 estudantes e 3 tomadas para carregar os notebooks, com a instalação dos ventiladores só restou 1 tomada. Eles ficam revezando o uso."
"Senhores,

Solicito a instalação de quadros brancos ( 04 quadros ) nas salas de professores localizados nos mezaninos do Pavilhão de aulas. Os referidos quadros já se encontram no local.

Atte,

Emerson Moutinho
Coordenação de Apoio Administrativo do Campus Jorge Amado"
Substituição de 2 lâmpadas da sala do reitor.
Instalação de 2 pontos de elétrica adicionais na PROGEAC.
"Peço a gentileza de colocação de persiana e conserto de uma outra na sala do pró-reitor.

Prezado Prof. Joel,
Nosso contrato de manutenção predial não contempla instalação e manutenção de persianas. As atuais foram instaladas pela Diretoria Administrativa/PROPA. Solicito por gentileza entrar em contato com eles para atendimento desta demanda."
"Tombo do CPU:

Solicito instalação elétrica no antigo almoxarifado."
INSTALAR TELEVISOR E VENTILADOR DE PAREDE NA SALA DE REUNIÕES NOVA AO LADO DA PROPA
"SOLICITO DE V.Sª, COLOCAÇÃO DE LÂMPADAS E UM VENTILADOR DE TETO NO DEPOSITO DE ELETROELETRÔNICO DO SETOR DE PATRIMÔNIO E ALMOXARIFADO DO CAMPUS JORGE AMADO."
"Prezados, venho através deste solicitar a instalação com uma certa urgência de pontos de energia, ventiladores e quadro branco grande nas novas salas dos Cuni de Coaraci, Ibicaraí e Ilhéus, para inicio das aulas no próximo dia 30/05. Segue em anexo o despacho do Coordenador de Apoio Administrativo do Campus Jorge Amado."
"Prezados, venho por meio desde solicitar a troca das 2 fechaduras de uma sala do Cuni de ilhéus. Segundo a Assistente Operacional a fechadura sempre esteve ruim e é aberta com uma faquinha, as portas é do material de divisória e a fechadura tipo tubular."
"Solicito a instalação do quadro na sala de aula 03 do pavilhão da reitoria, infelizmente recebemos a chave da sala na manhã de hoje."
"Tombo do CPU:

Prezados,
A coordenação de campus enviará dois quadros brancos para os cunis ( Ibicaraí e Coaraci ) no dia de hoje (30/05) às 15:00h. Solicitamos o envio da equipe de montagem.
Atenciosamente,"
"Tombo do CPU:

Solicito a substituição do cabo telefônico que está partido da central de Porto Seguro com Urgência."
Reposição de lâmpada na sala da Diretoria de Assuntos Comunitários e Estudantis.
"Tombo do CPU:

Solicitamos em caráter de urgência a instalação de 06 luminárias e 08 pontos de tomadas duplas na sala de aula do Cuni, em Itamaraju, pois as existentes não funcionam e só existe 01."
"Localização: Sala dos professores, enfrente a SECAD no Pavilhão de Aulas

O ar não refrigera o suficiente e torna dificultosa permanência durante um longo período segundo informações dos professores."
"Solicito a instalação lógica do bloco da sala do servidor no prédio da Reitoria para outro bloco da Reitoria para linha telefonica na PROGEAC..
Obs.: As vias da tubulação do prédio obstruída."
Tombo do CPU: 947879 Um dos ventiladores instalados nesta terça na sala antiga parou de funcionar.
solicitamos pintura em paredes da PROGEAC
"Tombo do CPU:

Instalação do Extintor tipo BC - CO2 no Estúdio de Idiomas localizado no Campus Jorge Amado - Entrar em contato Com Servidora Rosangela."
Mau cheiro constante no banheiro feminino do Campus Jorge Amado.
Instalar aparelho de ar condicionado na sala 3 da reitoria.
Solicito a revisão em tomadas no CUNI de Ilhéus.
"Caro colega,
Solicito manutenção do ar-condicionado da Sala dos Professores 1.
Ps: aqui tem dois aparelhos. Um está funcionando e outro não.
No aguardo,
Luana"
"Referente à solicitação de pintura da PROGEAC, solicitamos pintura nas cores azul oceano, branco e laranja:

parede de frente pra entrada, parede do quadro branco da DSAA, meia parede da DEA: azul oceano
parede do café da DEA: laranja
demais paredes: brancas"
"Prezado Carlos,

Solicitamos a estruturação da segunda sala de aula do CUNI Ilhéus referente a rede de cabeamento para instalação de equipamentos para metapresencialidade.
E verificação da rede elétrica das salas de aula.

Grato,

Danilo"
"Tombo do CPU:

Solicitação de uma placa para o laboratório de línguas: Laboratório do Núcleo de Línguas UFSB-IsF/Sesu/MEC."
"Solicito reparo para a porta de vidro da PRO-REITORIA da PROTIC, quando a porta abre para fora bate no batente sobresalente de pedra do caixão da porta."
Solicito substituição de lampadas fluorecentes da sala 02 e do corredor aqui do Cuni.
"Tombo do CPU: O cabo HDMI estava instalado em um computador, mas o computador foi retirado, logo necessário se faz instalar o cabo em outro computador que se encontra em outro local. Assim, o coordenador de multimeios sugeriu que entrasse em contato com a DINFRA para análise da estrutura."
Solicitamos reparos na porta principal da Diretoria de Gestão de Pessoas - DGP.
"Instalação de um quadro de aviso medindo 1,60 X 1,20 em divisória."
Substituir três luminárias de emergência no auditório.
"Tombo do CPU:

Solicito gentilmente que sejam criadas três placas de sinalização para porta, intitulada de ""Sala de Recursos Multifuncionais"". Uma delas ficará na porta da sala de catalogação localizada dentro da biblioteca do Campus Jorge Amado, uma irá para Porto Seguro e outra para Teixeira de Freitas. Os locais exatos onde elas ficarão nos demais Campi serão definidos o mais breve possível.

Agradeço desde já a colaboração!

Beijos"
"Tombo do CPU:

Manutenção de cortinas"
"RETIRAR UM QUADRO BRANCO DO DGP E COLOCAR NA PROTIC,
E MUDAR OUTRO DO DGP DE POSIÇÃO."
"Tombo do CPU:
Solicito instalação de ponto de tomada elétrica para o uso de cafeteira no gabinete da reitoria. Agradecemos."
"Tombo do CPU:

Solicito instalação dos pontos de lógica das novas salas dos cuni's de Ibicarai e Coaraci."
"Solicito a verificação da fechadura da sala de aula 07 do pavilhão de aulas. As maçanetas estão soltando constantemente, a mesma teve de ser retirada e se encontra na sala do setor de apoio a infra da coordenação de campus.

Att,
Bruno S. Oliveira"
"Prezados, gostaria de solicitar a mudança da porta da coordenação de multimídia, hoje encontra-se dentro da coordenação de infraestrutura, o pedido é para ter uma entrada independente.
Uma outra solicitação seria a mudança da parede externa da recepção da Protic, pedimos que seja reduzida."
"Senhores,

Conforme solicitação do corpo acadêmico do CUNI Ilhéus - CMLEM , favor verificar estrutura física e elétrica, buscando viabilizar o atendimento das demandas principalmente nos quesitos abaixo listados:

- Iluminação externa ( refletores e postes ) danificados;
- Portão ou grade de acesso ao espaço ( área ) do CUNI e/ou às salas de aula;
- Ventilação da segunda sala de aula.

Atte,

Emerson Moutinho
CAACJA"
"Tombo do CPU:
Gostaria de informar sobre queda de energia dia 20/07 19h."
"Precisamos de uma adaptador para poder ligar a Tv nessa tomada e arrumar a sala de um modo que todos os alunos possam assistir as apresentações.
Foi solicitado por 2 professores."
"Tombo do CPU:

O Cuni de Itabuna está com problemas hidráulicos e elétricos. Uma maçaneta de porta quebrada, luz sem acender, vazamento na descarga e problemas com a bomba d'água."
Tombo do CPU:
"Tombo do CPU:

Bomba d'água não funciona, estamos sem água há 2 dias."
Solicito visita técnica para resolver problemas de choque no microfone que se encontra na sala do CUNI de Itamarajú.
"LOCALIZAÇÃO: Centro de Formação Agroecológica (CEPLAC)

SOLICITAÇÃO: instalação de aparelhos de ar condicionado.
PS: Em tempo, lembramos que a inauguração do Centro de Formação está marcada para o dia 03/08/16 às 14:30h."
"LOCALIZAÇÃO: Centro de Formação Agroecológica (CEPLAC)

SOLICITAÇÃO: informamos a existência de restos de obra na sala do Centro de Formação, os quais devem ser retirados para inícios dos trabalhos.
PS: Em tempo, lembramos que a inauguração do Centro de Formação está marcada para o dia 03/08/16 às 14:30h."
"LOCALIZAÇÃO: Centro de Formação Agroecológica (CEPLAC)

SOLICITAÇÃO: instalação de filtro de água (bebedouro).
PS: Em tempo, lembramos que a inauguração do Centro de Formação está marcada para o dia 03/08/16 às 14:30h."
"LOCALIZAÇÃO: Centro de Formação Agroecológica (CEPLAC)

SOLICITAÇÃO: instalação de aparelho de TV e quadro branco.
PS: Em tempo, lembramos que a inauguração do Centro de Formação está marcada para o dia 03/08/16 às 14:30h."
"De ordem do Coord. do Campus Fagner, solicito alambrado para o campo de futebol, para proteger as ocas; Postes de iluminação para o campo de futebol; sinalização de trânsito horizontal e vertical, redutores de velocidade e pintura para estacionamento, inclusive a demarcação de vaga para deficiente e idoso."
"De ordem do Coord. do Campus Fagner, solicito melhorias no vestiário e no sistema de chuveiros dos colaboradores da universidade."
"Solicito por gentileza a instalação de duas persianas na sala de reunião da Prosis e uma na sala da enfermaria, na coordenação de campus."
Tombo do CPU:947820 (que acompanha a TV).
Tombo do CPU: Umas das lâmpadas da sala 2 apresentou problemas. Deu curto e cheiro de fumaça. Todas acendem por um único interruptor.
"Solicitamos a instalação de mais uma tomada no corredor da Protic, para que o frigobar e o microondas tenham fontes de energia independentes."
"Solicito a instalação de ponto de rede em um local onde não temos nenhum ponto perto na secretaria acadêmica do Campus Jorge Amado.

Atenciosamente,

Ronildo S Santos"
"Tombo do CPU:

Solicito autorização para execução de serviços de impermeabilização na sala de Psicologia do Campus Sosígenes Costa e também serviços de de manutenção em Solicitações de serviços em anexo."
"Solicito a instalação de um aparelho ar condicionado na sala onde irá funcionar o Protocolo Geral do Campus Jorge Amado, localizado no Pavilhão Administrativo.
Atenciosamente,
Bruno S. de Oliveira"
"Solicito a conclusão da instalação do tubo de retorno da água do ar condicionado da sala pentagonal (sala 06), pois molha todo chão da sala."
"Solicito a perfuração com serra-copo de 8 armários baixos para salas de aulas dos Cuni. Os armários estão com o Almoxarifado, aguardo confirmação da disponibilidade para autorizar a realização do serviço no local."
"Tombo do CPU:
Solicito instalação de 4 pontos de energia e 4 pontos de rede para as tv`s (monitoramento), impressora e computador."
"Tombo do CPU:

Um dos ar condicionados parou de refrigerar, está apenas ventilando.
A sala de máquinas está funcionando apenas com um ar condicionado.
Solicito a manutenção do ar.
Campus Paulo Freire"
Sala da ARI
"Prezados,

Solicito a instalação de dois pontos de rede em cada sala de reunião do mezanino 1 (Sala dos Professores), e conclusão das instalações de tomada de uma das salas de reunião.

Att,
Bruno S. de Oliveira"
"Prezados,

Solicito adequação da área destinada ao estacionamento dos veículos de grande porte da UFSB. Evitando assim prejuízos para instituição."
Tomadas localizadas que precisam de manutenção com objetivo de evitar acidente. isolamento ou retirada das mesmas.
Solicito a verificação e troca de lâmpadas do CUNI Ilhéus.
"Solicito a mudança de lugar da porta de fórmica do Mezanino 1 - Sala dos professores, como justificativa as duas salas de reunião terão de ter acesso independente a entrada principal dos professores."
Solicito a avaliação da cobertura da entrada do Pavilhão de aulas que está escorrendo pela parede um grande volume de água das chuvas.
"Tombo do CPU:

Segue solicitação com justificativa e fotos em anexo."
"Serão instaladas dez câmeras na área da Reitoria e CJA, necessitando do suporte da Engenharia."
"Solicito a troca do da tomada da TV (Conector Macho).
TV Localizada na sala 05 da Reitoria."
"O ar condicionado não liga. Faz p bip qndo aciona o controle remoto, mas não liga.

Foi aberto um novo chamado com a mesma solicitação."
"Solicito a vistoria do teto da sala 08 do pavilhão, pois a mesma está com cheiro forte de morcego e muita sujeira caindo do fôrro."
"Solicito a retirada dos materiais que estão sendo guardados na Sala 08 da empresa Potencial, contamos com essa sala de aula para utilização no nosso quadrimestre 2016.3 que iniciará na próxima segunda dia 19/09."
Solicito manutenção da descarga do sanitário feminino que não está enchendo (penultimo sanitário do lado esquerdo) e também a troca da fechadura de uma das portas do sanitário.
"Solicito a mudança de uma torneira que fica localizada ao lado do pavilhão administrativo do campus, para o fundo do galpão (Almoxarifado) afim de aproveitar para lavagem dos veículos institucionais."
Solicito manutenção na calha de luz do fundo do sanitário feminino do pavilhão de aulas que não acende.
"Por gentileza, consertar a maçaneta da porta da sala do pró-reitor, Joel Pereira Felipe."
"Solicito a execução de grades e a substituição de um vidro para a sala de aula do Cuni em Itamaraju.
4 janelas 3,55 x 1,50
2 janelas 1,75 x 1,50
Parte de cima da porta 1,27 x 0,67
Vidro 0,74 x 0,36

Att,"
"Solicito que seja feito um circuito independente para sala de aula do Cuni em Itamaraju, de forma que possamos acender as luzes através de um interruptor dentro da própria sala."
"2 suportes
Parede de drywall"
Solicito a troca de um quadro branco na sala do Setor de Apoio a Infraestrutura da Coordenação de Campus. O quadro já se encontra no local.
"Boa Tarde, solicito o reparo de um cano que quebrou no Campus e está vazando água.
Att,"
"Boa tarde.
Peço a gentileza de verificar os aparelhos de ar condicionado do datacenter, a sala não está resfriada adequadamente.
Abraço."
"Solicito a substituição de uma bancada existente na cantina (1,79 x 0,56) que se encontra quebrada, por uma podendo causar acidente."
"Hoje as 20:00 houve um curto circuito na sala 02. Professor e alunos relataram que a luz começou a piscar e apagou de vez. O cheiro de queimado foi forte, mas os ventiladores e o computador continuou funcionando,
A aula continuou em outra sala do colégio que estava disponível hoje. Aguardo retorno!. Att"
"Solicito em caráter de urgência a verificação da rede elétrica das Salas do Cuni Ibicaraí, segundo a assistente operacional houve um curto circuito que inviabilizou as aulas tendo de ser realocadas em outra sala do colégio."
"Em visita técnica ao Cuni Porto Seguro, em conjunto com técnicos da PROTIC local, verificamos a necessidade da implantação de uma rede lógica ligando o HACK, que se encontra em uma das salas de aula até a sala de apoio ao cuni, pois esta ainda não se encontra alimentada por internet e o sinal wifi não está disponível no local.
Existem instalações de lógica nas salas de aula, porém os cabos encontram-se expostos nas salas, solicitamos que sejam instalados eletrodutos e tomadas de lógica para estes pontos.
Segue em anexo uma proposta de percurso para a rede lógica e fotografias do local."
Solicito a sinalização das portas de vidro da Biblioteca e Secretaria Executiva da Coordenação de Campus. Devido a essa falta de sinalização e transparência do vidro pessoas a todo momento batem com a cabeça.
"Boa Tarde!!

o povo de pvc da sala 2 caiu o pedaço no fundo da sala.... mas da para ver que ele não está encaixado e os demais pedaços soltos devem cair. Tirei as fotos em anexo da porta da sala."
"Solicito, por gentileza, passagem do cabo de microfone pelo teto do auditório até o palco. Carlos ciente."
"Solicito, por gentileza, a instalação elétrica do ar condicionado da antiga sala 03 (reitoria), atual sala da Diretoria multimídia."
"As luzes da sala2 não acenderam hoje.

o conserto do forro foi ontem, a noite teve aula normalmente e hoje não acendeu. Aula cancelada por falta de luz.
* Todos os equipamentos, ventiladores dentro da sala estavam funcionando.
* no quadro de energia, todos estavam ligados.

* apenas 01 interruptor liga as 07 luminárias dentro da sala.

***** a equipe que veio fazer a correção do forro, deixou a sala muito suja. (Não temos mais nenhum funcionário que faça a limpeza)."
Solicito o layout da sala da Protic de Infra Estrutura para ajustes na estrutura de cabeamento.
O ar condicionado da secad não liga.
"O ar condicionado da sala 3 (Pavilhão), apresenta barulho excessivo. Provável peça solta na carcaça."
"Prezados,

Eu reunião com a comissão gestora da Coordenação do Campos Jorge Amado, o Setor de Apoio Acadêmico sugeriu algumas mudanças no ambiente interno da secretaria acadêmica, no intuito melhorar o atendimento aos discentes, docentes e servidores, bem como uma otimização do espaço para os servidores do setor.
Para verificarmos esta possibilidade, solicitamos uma visita técnica da DINFRA."
"Senhores, boa tarde.

Diversas tomadas das salas do Pavilhão de aulas do Campus Jorge Amado não estão funcionando. O caso mais grave é o da sala 13, onde funcionam somente 2 pontos. Solicito reparos. Desde já agradeço!"
